"id","journal_title","publishers_name","issn_number","link","aim_identifier","medline","google_scholar_index","impact_factor","sjr","h_index","eigen_factor","eigen_metrix","snip","snip_metrix","open_access_journal","listed_in_doaj","present_issn","publisher_in_cope","online_publisher_africa","hosted_on_inasps","country_id","language_id","platform_id","thematic_area_id"
"1678","Bahir Dar University Journal of Law","Bahir Dar University of Ethiopia","2709-5827","https://www.bdu.edu.et/law/?q=bdujournalaw",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","262"
"1679","The Ethiopian Journal of Animal Production","Jimma University Repository ","1607-3835","nan",False,False,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"12","10","1","263"
"1680","Ethiopian Journal of Crop Science","Crop Science Society of Ethiopia (CSSE)","2072-8506","https://cssoe.org/publication/",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","264"
"1681","Ethiopian Journal of Natural and Computational Sciences","University of Gondar","2710-0200","https://journal.uog.edu.et/index.php/EJNCS",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","265"
"1682","Ethiopian Journal of Social Sciences","Bahir Dar University of Ethiopia","2518-4563","nan",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","6"
"1683","Ethiopian Renaissance Journal of Social Sciences and HumanAities","University of Gondar","2409-6377","https://erjssh.uog.edu.et/index.php/ERJSSH/search",False,False,True,NULL,True,3,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","266"
"1684","Horn of Africa Journal of Business and Economics","Jimma University Journals","2617-0078","https://journals.ju.edu.et/index.php/jbeco",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","267"
"1685","Journal of Agriculture and Environmental Sciences","Bahir Dar University of Ethiopia","2616-3721","https://www.ajol.info/index.php/jaes",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","268"
"1686","Journal of Computational Science and Data Analytics","Addis Ababa University of Science and Technology.","2959-6912","http://journal.aastu.edu.et/index.php/jcsda",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","269"
"1687","Journal of Equity in Sciences and Sustainable Development","Madda Walabu University ","2523-1901","https://www.jessdmwu.edu.et/MWU/index.php/files/about",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","270"
"1688","Journal of Science and Inclusive Development","Wolaita Sodo University, Ethiopia","2708-3756 ","https://www.jsid.edu.et/index.php/jsid/about",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"12","10","1","271"
"1689","PanAfrican Journal of Governance and Development","Jimma University","2707-1308","https://journals.ju.edu.et/index.php/panjogo",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"12","10","1","272"
"1690","Pest Management Journal of Ethiopia","Plant Protection Society of Ethiopia (PPSE)","1028-0308","https://ppseonlinejournal.org/index.php/PMJE/oas",False,False,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"12","10","1","273"
"1691","Journal of Solar Energy and Sustainable Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"21",NULL,"1",NULL
"1692","Mediterranean Journal of Pharmacy and Pharmaceutical Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"21",NULL,"1",NULL
"1693","African Journal of Applied Research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1694","Ghana Journal of Religion and Theology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1695","Ghana Journal of Science, Technology and Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1696","Ghanaian Journal of Animal Science","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1697","Health Sciences Investigations Journal","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1698","International Journal of Current Research in the Humanities","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1699","Science and Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1700","UDS International Journal of Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"1",NULL
"1701","Advances in Computing and Engineering","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"45",NULL,"1",NULL
"1702","Advances in Medical, Pharmaceutical and Dental Research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"45",NULL,"1",NULL
"1703","Zagazig Journal of Pharmaceutical Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"45",NULL,"1",NULL
"1704","Abraka Humanities Review","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1705","ABUAD Journal of Engineering Research and Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1706","Academy Journal of Science and Engineering","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1707","African Journal of Applied Zoology and Environmental Biology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1708","African Journal of Educational Research and Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1709","African Journal of Health Economics","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1710","African Journal of Laboratory Haematology and Transfusion Science","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1711","African Journal of Politics and Administrative Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1712","African Journal of Tropical Medicine and Biomedical Research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1713","Agricultural Economics and Extension Research Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1714","Arid Zone Journal of Engineering, Technology and Environment","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1715","Dentiscope","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1716","Federal Polytechnic Ilaro Journal of Pure and Applied Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1717","FUNAI Journal of Science and Technology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1718","Global Journal of Environmental Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1719","Gusau International Journal of Management and Social Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1720","HAFED POLY Journal of Science, Management and Technology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1721","Igbinedion University Okada Journal of Pharmaceutical Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1722","Innovative Solutions in Engineering: Journal of the Nigerian Academy of Engineering","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1723","International Journal of Applied Technologies in Library and Information Management","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1724","International Journal of Home Economics, Hospitality and Allied Research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1725","International Journal of Information Security, Privacy and Digital Forensics","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1726","International Journal of Mathematical Sciences and Optimization: Theory and Applications","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1727","International Journal of Women in Technical Education and Employment","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1728","Journal of Agriculture and Environment","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1729","Journal of Banking","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1730","Journal of Paediatric Dental Research and Practice","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1731","Journal of Policy and Development Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1732","Journal of Social Work in Developing Societies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1733","Journal of Underutilized Legumes","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1734","Lapai Journal of Economics","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1735","LAUTECH Journal of Civil and Environmental Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1736","Malam: A Journal of Arabic Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1737","NG Journal of Social Development","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1738","Nigeria and the Classics: Ibadan Journal of the Classics and Multidisciplinary Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1739","Nigeria Theatre Journal: A Journal of the Society of Nigeria Theatre Artists","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1740","Nigerian Bar Journal","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1741","Nigerian Journal of Biochemistry and Molecular Biology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1742","Nigerian Journal of Communication","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1743","Nigerian Journal of Engineering","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1744","Nigerian Journal of Hydrological Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1745","Nigerian Journal of Social Psychology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1746","The Catholic Voyage: African Journal of Consecrated Life","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1747","The COLLOQUIUM","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1748","The CRAB: Journal of Theatre and Media Arts","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1749","The Nigerian Health Journal","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1750","Tropical Journal of Natural Product Research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1751","Umudike Journal of Engineering and Technology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1752","UNIZIK Journal of Religion and Human Relations","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1753","World Journal of Applied Science & Technology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7",NULL,"1",NULL
"1754","People Centred – The Journal of Development Administration","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"35",NULL,"1",NULL
"1755","SAFERE: Southern African Feminist Review","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1756","IMHOTEP Mathematical Journal","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6",NULL,"1",NULL
"1757","Journal Africain d’Imagerie Médicale","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6",NULL,"1",NULL
"1758","Journal of Food Stability","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6",NULL,"1",NULL
"1759","PAMJ One Health","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6",NULL,"1",NULL
"1760","Revue de l’Environnement et de la Biodiversité-Programme d’Appui Stratégique à la Recherche Scientifique (REB-PASRES)","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"16",NULL,"1",NULL
"1761","Beam Journal Of Economic Studies","Institute of Economic, Commercial Studies and Management Sciences – Al-Wancharissi Center University",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","52","14","274"
"1762","Industrial Economics Journal –Khezzartech","Faculty of Economics, Commercial Studies and Management Sciences- University of Batna 1",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","275"
"1763","Journal araa for economic & administrative studies","Faculty of Economic, Commercial Studies and Management Sciences - Centre -University of- Aflou",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","276"
"1764","Tabna Journal of Academic Scientific Studies","University Center Si El-Hawas - Barika",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","277"
"1765","Journal of Legal and Political Research","Laboratory of Studies and Research on Colonial Massacres and the Laboratory for the Application of Modern Technologies to Law",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","278"
"1766","Al-Qurtas Journal for Cultural and Intellectual Studies","Intellectual and civilizational studies laboratory in Tlemcen University",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","54","14","279"
"1767","Journal of Management and Economic Sciences Prospects","University of Msila",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","55","14","280"
"1768","Journal of Financial, Accounting And Managerial studies","COFIFAS Labotary, University of Oum El Bouaghi",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","281"
"1769","Algerian historical journal","Laboratory of Studies and Research on the Algerian Revolution, affiliated to Mohamed Boudiaf University in M'sila",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14",NULL
"1770","Journal of Al-NAQED For Political Studies","University of biskra",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","52","14","282"
"1771","Annales de l'Université de Parakou","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL
"1772","Algerian Journal of Natural Products","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"1773","Moroccan Journal of Pure and Applied Analysis","nan",NULL,"nan",NULL,NULL,True,NULL,True,NULL,NULL,"nan",NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1774","Moroccan Journal of Chemistry","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1775","Moroccan Journal of Biology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1776","Moroccan Journal of Agricultural Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1777","Moroccan Journal of Public Heath","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1778","Moroccan Journal of Business Studies","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1779","Moroccan Journal of Quantitative and Qualitative Research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1780","Moroccan Journal of Algebra and Geometry with Applications","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64",NULL,NULL,NULL
"1781","Algerian Journal of Environmental Science and Technology","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"1782","Algerian Journal of Signals and Systems","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"1783","Algerian Journal of Research and Technology (AJRT)","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"1784","Algerian Journal of Human and Social Sciences","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"1785","Algerian journal of engineering research","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"1786","Algerian Journal of Chemical Engineering","Department of Process Engineering and Petrochemistry, Faculty of Technology, University of Echahid Hamma Lakhdar, El-Oued, Algeria.",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","14",NULL
"1787","Algerian Journal of Signals and Systems","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","14","283"
"1788","Art Bio","AJPS PUBLICATIONS ALGERIA",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","24","14",NULL
"1789","Atras Journal","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","56","14","284"
"1790","Journal of Studies in Language, Culture and Society","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"14",NULL
"1791","Advanced Research in Economics and Business Strategy Journal","nan",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","14","285"
"1792","Afak For Sciences","Ziane Achour University of Djelfa",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","286"
"1793","Afak's magazine for political and legal researches","Faculty of Law and Political Sciences, University of Laghouat",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","57","14","287"
"1794","Journal of Economic and Managerial research","	University of Biskra",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","288"
"1795","The journal of Teacher Researcher of Legal and Political Studies","	Faculty of Law and Political Science of University Mohammed Boudiaf Msila",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","58","14","289"
"1796","Traduction et Langues","University of Oran2",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","290"
"1797","In Translation","Annaba Badji Mokhtar University, Algeria",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","53","14","291"
"1798","ALTRALANG Journal","Faculty of Foreign Languages, University of Oran 2 Mohamed Ben Ahmed",NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"nan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","59","14","292"
